"Project Type: STS 11/05/2018 Buyer: Abby Mullen x2324 Analyst: Tim Esch x1596
Location(s): CA Notes:",,,,,,,,,,,,"10/26/2018
Vitamin Department
34446 Seasonal Wellness-04' L-Released
",,,,,,,,,,,,,"Confidential-For Sprouts Use Only
Page 1 / 7",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 8:  Height 1' 0.00"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 7:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 6:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 5:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 4:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 3:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 2:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 1:  Height 0' 7.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,First,,,,Product,,,,
Positio,,UPC,,,,Facings,,,Brand,,,,,,Long Description,,,,Size,,,UOM,,,,,Date,,,,Width,,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 1,   Length: 4' 0.00"",    Height: 0' 7.50"",   Depth: 1' 1.00"",   Product: 3' 11.78""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064730304011,,,,1,,,SYMBIOTICS,,,,,COLOSTRUM PLUS,,,,,60.00,,,CAP,,,,,Feb 21 2016 1,,,,2.23,,,,,
2,0064730304003,,,,1,,,SYMBIOTICS,,,,,COLOSTRUM PLUS,,,,,120.00,,,CAP,,,,,Feb 21 2016 1,,,,2.40,,,,,
3,0079001121010,,,,1,,,JARROW FORMULAS,,,,,COLOSTRUM PRIME 500MG,,,,,120.00,,,CAP,,,,,Feb 21 2016 1,,,,2.53,,,,,
4,0002107807099,,,,1,,,SOURCE NATURALS,,,,,AHCC 500 MG WITH BIOPERINE BONUS 30,,,,,30.00,,,CAP,,,,,Feb 21 2016 1,,,,2.05,,,,,
5,0066610712547,,,,1,,,IMMUNE HEALTH BASICS,,,,,IMMUNE HEALTH BASICS-500 MG,,,,,60.00,,,CAP,,,,,Feb 21 2016 1,,,,2.00,,,,,
6,0007628004861,,,,1,,,SOLARAY,,,,,L-LYSINE + BETA GLUCAN,,,,,60.00,,,CAP,,,,,Feb 21 2016 1,,,,2.00,,,,,
7,0003398400235,,,,1,,,SOLGAR,,,,,BETA 1 3 GLUCANS,,,,,60.00,,,TAB,,,,,Feb 21 2016 1,,,,2.25,,,,,
8,0076394805802,,,,1,,,ENZYMATIC THERAPY,,,,,CELL FORTE WITH IPS INOSITOL,,,,,120.00,,,CAP,,,,,Feb 21 2016 1,,,,2.60,,,,,
9,0064667062024,,,,2,,,SPROUTS,,,,,COLLODIAL SILVER PLUS ORAL D,,,,,1.00,,,FOZ,,,,,7/5/2015,,,,1.32,,,,,
10,0002107800220,,,,2,,,SOURCE NATURALS,,,,,ULTRA COLLOIDAL SILVER,,,,,2.00,,,FOZ,,,,,7/5/2015,,,,1.50,,,,,
11,0061340512345,,,,1,,,NATURAL PATH/SILVER WINGS,,,,,COLLOIDAL SILVER OLIVE LEAF SPRAY,,,,,1.00,,,FOZ,,,,,,,,,1.36,,,,,
12,0061340511011,,,,1,,,NATURAL PATH/SILVER WINGS,,,,,COLLOIDAL SILVER 250 PPM,,,,,2.00,,,FOZ,,,,,7/5/2015,,,,1.66,,,,,
13,0061340522022,,,,1,,,NATURAL PATH/SILVER WINGS,,,,,COLLOIDAL SILVER 250 PPM,,,,,4.00,,,FOZ,,,,,7/5/2015,,,,1.98,,,,,
14,0061340551055,,,,1,,,NATURAL PATH/SILVER WINGS,,,,,COLLOIDAL SILVER 500 PPM,,,,,2.00,,,FOZ,,,,,7/5/2015,,,,1.66,,,,,
15,0061340561066,,,,1,,,NATURAL PATH/SILVER WINGS,,,,,COLLOIDAL SILVER 500 PPM,,,,,4.00,,,FOZ,,,,,7/5/2015,,,,1.98,,,,,
16,0061340544044,,,,1,,,NATURAL PATH/SILVER WINGS,,,,,COLLOIDAL SILVER HERBAL TINCTUR,,,,,1.00,,,FOZ,,,,,7/5/2015,,,,1.35,,,,,
17,0068408823235,,,,2,,,SOVEREIGN SILVER,,,,,COLLOIDAL SILVER SPRAY,,,,,2.00,,,FOZ,,,,,7/5/2015,,,,1.60,,,,,
18,0068408823236,,,,2,,,SOVEREIGN SILVER,,,,,COLLOIDAL SILVER,,,,,2.00,,,FOZ,,,,,7/5/2015,,,,1.60,,,,,
19,0068408823231,,,,1,,,SOVEREIGN SILVER,,,,,COLLOIDAL SILVER DROPPER,,,,,4.00,,,FOZ,,,,,7/5/2015,,,,1.99,,,,,
20,0068408823233,,,,1,,,SOVEREIGN SILVER,,,,,COLLOIDAL SILVER DROPPER,,,,,8.00,,,FOZ,,,,,7/5/2015,,,,2.45,,,,,
21,0068408823237,,,,1,,,SOVEREIGN SILVER,,,,,COLLOIDAL SILVER,,,,,16.00,,,FOZ,,,,,7/5/2015,,,,3.00,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 2,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.79""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0065649019272,,,,1,,,WISHGARDEN,,,,,KUNG FU FIGHTER,,,,,2.00,,,FOZ,,,,,,,,,1.50,,,,,
2,0065649060177,,,,1,,,WISHGARDEN,,,,,GET OVER IT,,,,,0.66,,,FOZ,,,,,7/5/2015,,,,1.10,,,,,
3,0065649060172,,,,1,,,WISHGARDEN,,,,,GET OVER IT,,,,,2.00,,,FOZ,,,,,7/5/2015,,,,1.50,,,,,
4,0065649019077,,,,1,,,WISHGARDEN,,,,,KICK ASS IMMUNE,,,,,0.66,,,FOZ,,,,,7/5/2015,,,,1.10,,,,,
5,0065649019072,,,,1,,,WISHGARDEN,,,,,KICK ASS IMMUNE,,,,,2.00,,,FOZ,,,,,7/5/2015,,,,1.50,,,,,
6,0065649017877,,,,1,,,WISHGARDEN,,,,,KICK ASS BIOTIC,,,,,0.66,,,FOZ,,,,,7/5/2015,,,,1.10,,,,,
7,0065649017872,,,,1,,,WISHGARDEN,,,,,KICK ASS BIOTIC,,,,,2.00,,,FOZ,,,,,7/5/2015,,,,1.50,,,,,
8,0085376000232,,,,2,,,LIFESEASONS,,,,,IMMUNI T-IMMUNE SUPPORT,,,,,21.00,,,VCP,,,,,7/19/2015,,,,1.67,,,,,
9,0002188811601,,,,1,,,RAINBOW LIGHT,,,,,COUNTER ATTACK,,,,,30.00,,,TAB,,,,,7/5/2015,,,,3.00,,,,,
10,0085248600508,,,,1,,,HERBAL ZAP,,,,,IMMUNE SUPPORT-PKT,,,,,0.14,,,OZ,,,,,,,,,2.45,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,,Long Description,,,,Size,,,UOM,,,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0085248600506,1,HERBAL ZAP,IMMUNE SUPPORT 10 PK,1.41,OZ,
12,0085248600507,1,HERBAL ZAP,IMMUNE SUPPORT 25 PK,3.53,OZ,
13,0071036326241,1,IRWIN NATURALS,IMMUNO-SHIELD,100.00,SG,
14,0003367415023,1,NATURE'S WAY,SYSTEM WELL,90.00,TAB,
15,0003367410484,2,NATURE'S WAY,ALIVE IMMUNE GUMMIES,90.00,CNT,
16,0007628001481,1,SOLARAY,RED MARINE ALGAE-375 MG,100.00,CAP,
17,0007628062754,1,SOLARAY,MONOLAURIN 500 MG,60.00,VCP,
18,0072817701000,1,NUTRIBIOTIC,GSE LIQUID CONCENTRATE MAXIMU,2.00,FOZ,
19,0072817701013,1,NUTRIBIOTIC,GSE TABLETS 125 MG,100.00,TAB,
20,0007628011607,1,SOLARAY,GRAPEFRUIT SEED EXTRACT,1.00,FOZ,
21,0007628008520,1,SOLARAY,GRAPEFRUIT SEED EXT-250 MG,60.00,CAP,
Totals:,,
"Shelf: 3,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.86""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0076394809951,,,,1,,,ENZYMATIC THERAPY,,,,,ESBERITOX SUPERCHARGED ECHINACEA,,,,,100.00,,,TAB,,,,,7/5/2015,,,,4.20,,,,,
2,0003367461300,,,,1,,,NATURE'S WAY,,,,,STNDRDZD EXT-ECHINACEA,,,,,60.00,,,CAP,,,,,7/5/2015,,,,2.00,,,,,
3,0006895804750,,,,1,,,NATURAL FACTORS,,,,,ANTI VIRAL FORMULA ECHINAMIDE,,,,,1.70,,,OZ,,,,,7/5/2015,,,,1.50,,,,,
4,0064667063118,,,,2,,,SPROUTS,,,,,ASTRAGALUS,,,,,1.00,,,FOZ,,,,,7/5/2015,,,,1.32,,,,,
5,0064667015390,,,,1,,,SPROUTS,,,,,ASTRAGALUS POWDER CAP,,,,,90.00,,,VCP,,,,,7/5/2015,,,,2.15,,,,,
6,0064667063145,,,,2,,,SPROUTS,,,,,ECHINACEA GOLDENSEAL,,,,,1.00,,,FOZ,,,,,7/5/2015,,,,1.29,,,,,
7,0064667015470,,,,1,,,SPROUTS,,,,,ECHINACEA GOLDENSEAL POWDER CAP,,,,,90.00,,,VCP,,,,,7/5/2015,,,,2.15,,,,,
8,0064667015520,,,,1,,,SPROUTS,,,,,GOLDENSEAL POWDER CAP,,,,,60.00,,,VCP,,,,,7/5/2015,,,,2.15,,,,,
9,0070619500418,,,,1,,,OREGON'S WILD HARVEST,,,,,ASTRAGALUS-ORGANIC,,,,,90.00,,,CAP,,,,,7/5/2015,,,,2.23,,,,,
10,0075106340150,,,,1,,,GAIA HERBS,,,,,ASTRAGALUS SUPREME LIQUID PHYTO CAPS,,,,,60.00,,,CNT,,,,,7/5/2015,,,,2.20,,,,,
