"Project Type: STS 12/03/2018 Buyer: Denise Brooks x1663 Analyst: Megan McDermott x2322
Location(s):
Notes:",,,,,,,,,,,,"11/21/2018
Vitamin Department 34332 Blood Sugar 04' L-Released
",,,,,,,,,,,"Confidential-For Sprouts Use Only
Page 1 / 6",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 8:  Height 1' 0.00"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 7:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 6:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 5:  Height 0' 8.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 4:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 3:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 2:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 1:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,First,,,,Product,,,,
Positio,,UPC,,,,Facings,,,Brand,,,,,Long Description,,,,Size,,,UOM,,,,Date,,,,Width,,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 1,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 3' 11.88""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064667069029,,,,1,,SPROUTS,,,,,,,CHROMIUM PICOLINATE,,,100.00,,,TAB,,,,,,,1.85,,,,,,
2,0003367441021,,,,1,,NATURE'S WAY,,,,,,,GTF CHROMIUM 200MCG,,,100.00,,,CAP,,,,,,,2.02,,,,,,
3,0007628004591,,,,1,,SOLARAY,,,,,,,GTF CHROMIUM 200 MCG,,,200.00,,,CAP,,,,,,,2.50,,,,,,
4,0060949271301,,,,1,,MRM,,,,,,,CHROMIUM PICOLINATE 200 MCG,,,100.00,,,VCP,,,,,,,1.95,,,,,,
5,0003367441031,,,,1,,NATURE'S WAY,,,,,,,CHROMIUM PIC-200MCG-10,,,100.00,,,CAP,,,,,,,2.02,,,,,,
6,0073373901420,,,,1,,NOW,,,,,,,CHROMIUM PICOLINATE 200 MCG,,,100.00,,,CAP,,,,,,,2.00,,,,,,
7,0064667067076,,,,1,,SPROUTS,,,,,,,CHROMIUM PICOLINATE 200 MCG,,,250.00,,,CAP,,,,,,,2.30,,,,,,
8,0007628045895,,,,1,,SOLARAY,,,,,,,CHROMIUM PICOLINATE 500 MCG,,,60.00,,,TAB,,,,,,,2.00,,,,,,
9,0003398400871,,,,1,,SOLGAR,,,,,,,CHROMIUM PICOLINATE 500 MCG,,,60.00,,,VCP,,,,,,,2.10,,,,,,
10,0001579401698,,,,1,,COUNTRY LIFE,,,,,,,VANADYL SULFATE 5000 MCG,,,90.00,,,CAP,,,,,,,1.80,,,,,,
11,0006895801635,,,,1,,NATURAL FACTORS,,,,,,,CHROMIUM AND VANADIUM,,,90.00,,,CAP,,,,,,,2.20,,,,,,
12,0085571700317,,,,1,,OLLOIS HOMEOPATHIC MEDICINES,,,,,,,HYPERICUM PERFORATUM 30C PELLETS,,,80.00,,,CNT,,,,,,,3.00,,,,,,
13,0035497311291,,,,1,,HYLANDS,,,,,,,NERVE TONIC,,,500.00,,,TAB,,,,,,,1.75,,,,,,
14,0085573500106,,,,1,,REDD REMEDIES,,,,,,,NERVE SHIELD,,,60.00,,,TAB,,,,,,,2.50,,,,,,
15,0036770334206,,,,1,,TERRY NATURALLY,,,,,,,HEALTHY FEET AND NERVES,,,60.00,,,CAP,,,,,,,2.55,,,,,,
16,0070569231460,,,,1,,NATURAL CARE,,,,,,,NERVE FIX,,,60.00,,,CAP,,,,,,,2.70,,,,,,
17,0070569272033,,,,1,,NATURAL CARE,,,,,,,NERVEFIX CREAM,,,4.00,,,FOZ,,,,,,,2.70,,,,,,
18,0083074301041,,,,1,,FORCES OF NATURE,,,,,,,NERVE PAIN MANAGEMENT-ORG,,,11.00,,,ML,,,,,,,2.50,,,,,,
19,0060986360020,,,,1,,TOPRICIN,,,,,,,TOPRICIN FOOT THERAPY CREAM,,,2.00,,,OZ,,,,,,,6.30,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 2,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.91""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
