"Project Type: Reset 06/18/2018 Buyer: Denise Brooks x663 Analyst: Tim Esch x596
Location(s):
Notes:",,,,,,,,,,,,"10/17/2018
Vitamin Department 28322 Vitamin C-04' H-Released
",,,,,,,,"Confidential-For Sprouts Use Only
Page 1 / 6",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 9:  Height 1' 2.00"", Length 4' 0.00"", Depth 1' 3.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 8:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 3.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 7:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 3.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 6:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 3.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 5:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 3.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 4:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 3.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 3:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 3.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 2:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 3.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 1:  Height 0' 7.50"", Length 4' 0.00"", Depth 1' 6.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,First,,,,Product,,,,
Positio,,UPC,,,,Facings,,,Brand,,,,,Long Description,,,Size,,,UOM,,,,Date,,,,Width,,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 1,   Length: 4' 0.00"",    Height: 0' 7.50"",   Depth: 1' 6.00"",   Product: 3' 11.96""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0060506940201,,,,2,,,HIMALAYA,,,,,AMLA,,,60.00,,,CAP,,,,Jul  3 2016 1,,,,2.20,,,,,
2,0060194477745,,,,2,,,PARADISE HERBS,,,,,AMLA VITAMIN C,,,60.00,,,VCP,,,,Jul  3 2016 1,,,,2.20,,,,,
3,0060194477809,,,,1,,,PARADISE HERBS,,,,,CAMU CAMU VITAMIN C,,,60.00,,,VCP,,,,Jul  3 2016 1,,,,2.20,,,,,
4,0074365000151,,,,1,,,EMERALD LABORATORIES,,,,,CAMU CAMU,,,60.00,,,VCP,,,,Jul  3 2016 1,,,,2.25,,,,,
5,0069119500204,,,,1,,,WHOLE WORLD BOTANICALS,,,,,ROYAL CAMU 350 MG,,,140.00,,,VCP,,,,Jul  3 2016 1,,,,2.52,,,,,
6,0069119500252,,,,1,,,WHOLE WORLD BOTANICALS,,,,,ROYAL CAMU POWDER,,,32.00,,,GM,,,,Jul  3 2016 1,,,,1.62,,,,,
7,0069119500250,,,,1,,,WHOLE WORLD BOTANICALS,,,,,ROYAL CAMU POWDER,,,3.50,,,OZ,,,,Jul  3 2016 1,,,,2.25,,,,,
8,0006199862810,,,,1,,,FLORA,,,,,ORGANIC ACEROLA POWDER,,,1.70,,,OZ,,,,,,,,2.43,,,,,
9,0001579407210,,,,2,,,COUNTRY LIFE,,,,,ACEROLA C 500 MG,,,90.00,,,WAF,,,,Jul  3 2016 1,,,,3.24,,,,,
10,0007663011103,,,,1,,,AMERICAN HEALTH,,,,,SUPER ACEROLA PLUS-500 MG,,,100.00,,,WAF,,,,Jul  3 2016 1,,,,3.19,,,,,
11,0009746702465,,,,1,,,NATURE'S PLUS,,,,,ORANGE JUICE C 500 MG CHEWABLE,,,90.00,,,TAB,,,,Jul  3 2016 1,,,,2.87,,,,,
12,0064667067251,,,,1,,,SPROUTS,,,,,CHEWABLE VITAMIN C 500 MG RASPBERRY,,,100.00,,,WAF,,,,Jul  3 2016 1,,,,3.21,,,,,
13,0007628044905,,,,2,,,SOLARAY,,,,,VITAMIN C-CHEWABLE-500 MG,,,100.00,,,CHW,,,,Jul  3 2016 1,,,,3.20,,,,,
14,0007628004490,,,,1,,,SOLARAY,,,,,VITAMIN C 500MG CHEWABLE,,,100.00,,,WAF,,,,Jul  3 2016 1,,,,3.20,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 2,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 3.00"",   Product: 3' 11.99""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0006895801330,,,,2,,,NATURAL FACTORS,,,,,VITAMIN C CHEW 500 MG TANGY OR,,,90.00,,,CHW,,,,Jul  3 2016 1,,,,3.12,,,,,
2,0006895801331,,,,2,,,NATURAL FACTORS,,,,,VITAMIN C CHEW 500 MG TANGY OR,,,180.00,,,CHW,,,,Jul  3 2016 1,,,,3.81,,,,,
3,0006895801326,,,,2,,,NATURAL FACTORS,,,,,VITAMIN C CHEW 500 MG BLUEBERRY,,,90.00,,,CHW,,,,Jul  3 2016 1,,,,3.12,,,,,
