"Project Type: Reset 10/01/2018 Buyer: Denise Brooks x663 Analyst: Tim Esch x596
Location(s): CA Notes:",,,,,,,,,,,,"10/17/2018
Vitamin Department 31574 Minerals-04' L-Released
",,,,,,,,,,,,,"Confidential-For Sprouts Use Only
Page 1 / 6",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 8:  Height 1' 0.00"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 7:  Height 0' 7.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 6:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 5:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 4:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 3:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 2:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 1:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 6.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,First,,,,Product,,,,
Positio,,UPC,,,,Facings,,,Brand,,,,,Long Description,,,,,Size,,,UOM,,,,,Date,,,,Width,,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 1,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 6.00"",   Product: 3' 11.90""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0003398400640,,,,1,,,SOLGAR,,,,,CHELATED COPPER,,,,,100.00,,,TAB,,,,,Feb 21 2016 1,,,,1.78,,,,,
2,0007628045931,,,,1,,,SOLARAY,,,,,COPPER 2 MG,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.00,,,,,
3,0064667067187,,,,1,,,SPROUTS,,,,,SELENIUM 100 MCG,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.02,,,,,
4,0064667067188,,,,1,,,SPROUTS,,,,,SELENIUM 100 MCG,,,,,250.00,,,CAP,,,,,Feb 21 2016 1,,,,2.25,,,,,
5,0003367441081,,,,1,,,NATURE'S WAY,,,,,SELENIUM 200MCG,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.03,,,,,
6,0007628004676,,,,1,,,SOLARAY,,,,,SELENIUM-YEAST FREE-100 MCG,,,,,90.00,,,CAP,,,,,Feb 21 2016 1,,,,2.00,,,,,
7,0007628004678,,,,1,,,SOLARAY,,,,,SELENIUM-YEAST FREE-200 MCG,,,,,90.00,,,CAP,,,,,Feb 21 2016 1,,,,2.00,,,,,
8,0007628004695,,,,1,,,SOLARAY,,,,,SELENIUM-200 MCG,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.00,,,,,
9,0074371500736,,,,1,,,BLUEBONNET,,,,,SELENIUM 200 MCG,,,,,90.00,,,VCP,,,,,Feb 21 2016 1,,,,1.95,,,,,
10,0064667067280,,,,1,,,SPROUTS,,,,,ZINC PICOLINATE 30 MG,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.00,,,,,
11,0064667067278,,,,1,,,SPROUTS,,,,,ZINC 50 MG,,,,,100.00,,,VTB,,,,,Feb 21 2016 1,,,,1.75,,,,,
12,0064667067279,,,,1,,,SPROUTS,,,,,ZINC 50 MG,,,,,250.00,,,VTB,,,,,Feb 21 2016 1,,,,2.15,,,,,
13,0064667069062,,,,1,,,SPROUTS,,,,,ZINC 90 MG,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.00,,,,,
14,0003398403725,,,,1,,,SOLGAR,,,,,ZINC PICOLINATE 22 MG,,,,,100.00,,,TAB,,,,,Feb 21 2016 1,,,,1.80,,,,,
15,0003367441091,,,,1,,,NATURE'S WAY,,,,,ZINC 30MG,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.03,,,,,
16,0006895801680,,,,1,,,NATURAL FACTORS,,,,,ZINC CITRATE 50 MG,,,,,90.00,,,TAB,,,,,Feb 21 2016 1,,,,2.25,,,,,
17,0079001113008,,,,1,,,JARROW FORMULAS,,,,,ZINC BALANCE,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,1.84,,,,,
18,0073373901520,,,,1,,,NOW,,,,,ZINC GLUCONATE 50 MG,,,,,100.00,,,TAB,,,,,Feb 21 2016 1,,,,1.86,,,,,
19,0007628004705,,,,1,,,SOLARAY,,,,,BIO ZINC,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.00,,,,,
20,0007628004707,,,,1,,,SOLARAY,,,,,OPTIZINC-30 MG,,,,,60.00,,,CAP,,,,,Feb 21 2016 1,,,,2.00,,,,,
21,0007628004710,,,,1,,,SOLARAY,,,,,ZINC-50 MG,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.00,,,,,
22,0005149410188,,,,1,,,MEGAFOOD,,,,,ZINC-DAILY FOODS,,,,,60.00,,,TAB,,,,,Feb 21 2016 1,,,,2.46,,,,,
23,0065801011652,,,,1,,,GARDEN OF LIFE,,,,,VITAMIN CODE RAW ZINC,,,,,60.00,,,VCP,,,,,Feb 21 2016 1,,,,2.35,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 2,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.86""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0087894100393,,,,1,,,TRACE MINERALS,,,,,MAGNESIUM-EFFERVESCENT-TUBE,,,,,1.41,,,OZ,,,,,,,,,1.59,,,,,
2,0087894100392,,,,1,,,TRACE MINERALS,,,,,MAGNESIUM-EFFERVESCENT-CASE,,,,,11.30,,,OZ,,,,,,,,,3.18,,,,,
3,0085573500104,,,,1,,,REDD REMEDIES,,,,,MUSCLE EASE,,,,,60.00,,,CAP,,,,,Feb 21 2016 1,,,,2.45,,,,,
4,0001579402494,,,,1,,,COUNTRY LIFE,,,,,TARGET MINS MAG POTASSIUM ASPARTATE,,,,,90.00,,,CAP,,,,,Feb 21 2016 1,,,,2.45,,,,,
5,0001579402495,,,,1,,,COUNTRY LIFE,,,,,TARGET MINS MAG POTASSIUM ASPARTATE,,,,,180.00,,,TAB,,,,,Feb 21 2016 1,,,,2.96,,,,,
6,0074371500733,,,,1,,,BLUEBONNET,,,,,MAGNESIUM POTASSIUM PLUS BROMELAIN,,,,,120.00,,,VCP,,,,,Feb 21 2016 1,,,,2.75,,,,,
7,0007628004516,,,,1,,,SOLARAY,,,,,MAGNESIUM POTASSIUM BROMELAIN,,,,,60.00,,,VCP,,,,,Feb 21 2016 1,,,,2.00,,,,,
8,0007628004517,,,,1,,,SOLARAY,,,,,MAGNESIUM POTASSIUM BROMELAIN,,,,,120.00,,,VCP,,,,,Feb 21 2016 1,,,,2.50,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,,Long Description,,,,Size,,,UOM,,,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0007628004670,,,,2,,,SOLARAY,,,,,POTASSIUM-99 MG,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.00,,,,,
10,0007628004671,,,,1,,,SOLARAY,,,,,POTASSIUM-99 MG,,,,,200.00,,,CAP,,,,,Feb 21 2016 1,,,,2.50,,,,,
11,0007628004661,,,,1,,,SOLARAY,,,,,POTASSIUM ASPOROTATE-99 MG,,,,,200.00,,,CAP,,,,,Feb 21 2016 1,,,,2.88,,,,,
12,0003367441071,,,,2,,,NATURE'S WAY,,,,,POTASSIUM COMPLEX,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.03,,,,,
13,0073373901460,,,,1,,,NOW,,,,,POTASSIUM GLUCONATE 99 MG,,,,,100.00,,,TAB,,,,,Feb 21 2016 1,,,,2.00,,,,,
14,0006895801660,,,,1,,,NATURAL FACTORS,,,,,POTASSIUM CITRATE 99MG,,,,,90.00,,,TAB,,,,,Feb 21 2016 1,,,,2.25,,,,,
15,0064667067179,,,,1,,,SPROUTS,,,,,POTASSIUM 99 MG,,,,,100.00,,,VTB,,,,,Feb 21 2016 1,,,,1.95,,,,,
16,0064667067180,,,,1,,,SPROUTS,,,,,POTASSIUM 99 MG,,,,,250.00,,,VTB,,,,,Feb 21 2016 1,,,,2.50,,,,,
17,0064667069064,,,,1,,,SPROUTS,,,,,POTASSIUM 99 MG,,,,,250.00,,,CAP,,,,,Feb 21 2016 1,,,,2.80,,,,,
18,0007628004650,,,,1,,,SOLARAY,,,,,MANGANESE-50 MG,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.00,,,,,
19,0003398400740,,,,1,,,SOLGAR,,,,,CHELATED MOLYBDENUM,,,,,100.00,,,TAB,,,,,Feb 21 2016 1,,,,1.78,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 3,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 4' 0.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0001579402474,,,,1,,,COUNTRY LIFE,,,,,TARGET MINS MAGNESIUM,,,,,60.00,,,CAP,,,,,Feb 21 2016 1,,,,2.23,,,,,
2,0001579402685,,,,1,,,COUNTRY LIFE,,,,,CHELATED MAGNESIUM 250 MG,,,,,90.00,,,TAB,,,,,Feb 21 2016 1,,,,2.50,,,,,
3,0001579402686,,,,1,,,COUNTRY LIFE,,,,,CHELATED MAGNESIUM 250 MG,,,,,180.00,,,TAB,,,,,Feb 21 2016 1,,,,2.77,,,,,
4,0003398454709,,,,1,,,SOLGAR,,,,,CHELATED MAGNESIUM-CA ONLY,,,,,100.00,,,TAB,,,,,,,,,2.44,,,,,
5,0003398459204,,,,1,,,SOLGAR,,,,,MAGNESIUM CITRATE-CA ONLY,,,,,60.00,,,TAB,,,,,,,,,2.13,,,,,
6,0003398459205,,,,1,,,SOLGAR,,,,,MAGNESIUM CITRATE-CA ONLY,,,,,120.00,,,TAB,,,,,Feb 21 2016 1,,,,2.48,,,,,
7,0002107800261,,,,1,,,SOURCE NATURALS,,,,,MAGNESIUM MALATE 1250 MG,,,,,90.00,,,TAB,,,,,Feb 21 2016 1,,,,2.37,,,,,
8,0002107800262,,,,1,,,SOURCE NATURALS,,,,,MAGNESIUM MALATE 1250 MG,,,,,180.00,,,TAB,,,,,Feb 21 2016 1,,,,2.78,,,,,
9,0002107800803,,,,1,,,SOURCE NATURALS,,,,,ULTRA-MAG,,,,,120.00,,,TAB,,,,,Feb 21 2016 1,,,,2.60,,,,,
10,0004064700437,,,,1,,,NATURE'S LIFE,,,,,MAGNESIUM 500 MG,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.55,,,,,
11,0004064700438,,,,1,,,NATURE'S LIFE,,,,,MAGNESIUM 500 MG,,,,,250.00,,,CAP,,,,,Feb 21 2016 1,,,,3.20,,,,,
12,0002124581109,,,,1,,,KAL,,,,,MAGNESIUM GLYCINATE 400 MG,,,,,90.00,,,TAB,,,,,Feb 21 2016 1,,,,2.53,,,,,
13,0002124581209,,,,2,,,KAL,,,,,MAGNESIUM GLYCINATE 400,,,,,180.00,,,TAB,,,,,Feb 21 2016 1,,,,2.89,,,,,
14,0002124558296,,,,1,,,KAL,,,,,MAGNESIUM GLYCINATE-CHEWABLE,,,,,120.00,,,CHW,,,,,,,,,2.88,,,,,
15,0002124557320,,,,1,,,KAL,,,,,MAGNESIUM 500 MG,,,,,60.00,,,TAB,,,,,Feb 21 2016 1,,,,2.53,,,,,
16,0002124536975,,,,1,,,KAL,,,,,MAGNESIUM TAURATE +,,,,,90.00,,,TAB,,,,,Feb 21 2016 1,,,,2.53,,,,,
17,0008839505201,,,,1,,,CARLSON LABS,,,,,LIQUID MAGNESIUM 400 MG,,,,,100.00,,,SG,,,,,Feb 21 2016 1,,,,2.80,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 4,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.88""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064667067336,,,,1,,,SPROUTS,,,,,MAGNESIUM GLYCINATE 400 MG,,,,,90.00,,,VCP,,,,,,,,,2.25,,,,,
2,0064667067066,,,,1,,,SPROUTS,,,,,CHELATED MAGNESIUM 250 MG,,,,,90.00,,,TAB,,,,,Feb 21 2016 1,,,,2.00,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,,Long Description,,,,Size,,,UOM,,,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0064667067067,1,SPROUTS,CHELATED MAGNESIUM 250 MG,180.00,TAB
4,0064667069063,1,SPROUTS,ELEMENTAL MAGNESIUM 300 MG,100.00,CAP
5,0064667069065,1,SPROUTS,ELEMENTAL MAGNESIUM 300 MG,250.00,CAP
6,0064667067154,1,SPROUTS,MEGA MAGNESIUM,90.00,VCP
7,0007628046301,1,SOLARAY,MAGNESIUM CITRATE,90.00,CAP
8,0007628004620,2,SOLARAY,MAGNESIUM ASPOROTATE-200 MG,60.00,CAP
9,0007628004630,2,SOLARAY,MAGNESIUM AAC-200 MG,100.00,CAP
10,0007628039151,2,SOLARAY,MAGNESIUM GLYCINATE 400 MG,120.00,VCP
11,0073373901290,2,NOW,MAGNESIUM CITRATE 200 MG,100.00,TAB
12,0073373901283,2,NOW,MAGNESIUM 400 MG,180.00,VCP
13,0006895801652,1,NATURAL FACTORS,MAGNESIUM CITRATE 150 MG,90.00,CAP
14,0006895801653,1,NATURAL FACTORS,MAGNESIUM CITRATE 150 MG,180.00,CAP
Totals:,,
"Shelf: 5,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.94""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0009746703772,,,,1,,,NATURE'S PLUS,,,,,HEMA-PLEX,,,,,60.00,,,VCP,,,,,Feb 21 2016 1,,,,2.38,,,,,
2,0009746703770,,,,1,,,NATURE'S PLUS,,,,,HEMA PLEX,,,,,30.00,,,TAB,,,,,Feb 21 2016 1,,,,4.55,,,,,
3,0072778300636,,,,1,,,NEW CHAPTER,,,,,IRON FOOD COMPLEX,,,,,60.00,,,TAB,,,,,Feb 21 2016 1,,,,2.20,,,,,
4,0065801011654,,,,1,,,GARDEN OF LIFE,,,,,VITAMIN CODE HEALTHY BLOOD,,,,,60.00,,,VCP,,,,,Feb 21 2016 1,,,,2.36,,,,,
5,0065801011376,,,,1,,,GARDEN OF LIFE,,,,,VITAMIN CODE IRON,,,,,30.00,,,CAP,,,,,Feb 21 2016 1,,,,2.36,,,,,
6,0006199864717,,,,1,,,FLORA,,,,,FLORADIX IRON TABLETS,,,,,80.00,,,TAB,,,,,Feb 21 2016 1,,,,2.30,,,,,
7,0079001113007,,,,1,,,JARROW FORMULAS,,,,,MAGNESIUM OPTIMIZER,,,,,200.00,,,TAB,,,,,Feb 21 2016 1,,,,2.53,,,,,
8,0003367441051,,,,2,,,NATURE'S WAY,,,,,MAGNESIUM COMPLEX 500 MG,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.40,,,,,
9,0002188810101,,,,2,,,RAINBOW LIGHT,,,,,MAGNESIUM CALCIUM+,,,,,90.00,,,TAB,,,,,Feb 21 2016 1,,,,2.30,,,,,
10,0008300016462,,,,1,,,NATURE'S ANSWER,,,,,PLANT BASED MAGNESIUM,,,,,90.00,,,VCP,,,,,,,,,2.44,,,,,
11,0005149410187,,,,1,,,MEGAFOOD,,,,,MAGNESIUM-DAILY FOODS,,,,,60.00,,,TAB,,,,,Feb 21 2016 1,,,,2.44,,,,,
12,0005149410120,,,,1,,,MEGAFOOD,,,,,MAGNESIUM,,,,,90.00,,,TAB,,,,,Feb 21 2016 1,,,,2.57,,,,,
13,0074371500735,,,,1,,,BLUEBONNET,,,,,MAGNESIUM PLUS B-6,,,,,90.00,,,VCP,,,,,Feb 21 2016 1,,,,2.48,,,,,
