"Project Type: STS 10/08/2018 Buyer: Abby Mullen x324 Analyst: Tim Esch x596
Location(s):
Notes:",,,,,,,,,,,"10/17/2018
Vitamin Department
33957 Brain-Eyes-Anti-Deep Imm-04' L-Released
",,,,,,,,,,,"Confidential-For Sprouts Use Only
Page 1 / 6",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 8:  Height 1' 0.00"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 7:  Height 0' 7.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 6:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 5:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 4:  Height 0' 7.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 3:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 2:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 1:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,First,,,Product,,,
Positio,,UPC,,,,Facings,,Brand,,,,,Long Description,,,,Size,,,UOM,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 1,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 3' 11.84""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0002107801881,,,,1,,SOURCE NATURALS,,,,,ZEAXANTHIN W/ LUTEIN,,,,30.00,,,CAP,,,,Feb 21 2016 1,,,1.70,,,,
2,0074371500858,,,,2,,BLUEBONNET,,,,,ZEAXANTHIN PLUS LUTEIN SOFTGELS,,,,30.00,,,SG,,,,Feb 21 2016 1,,,1.80,,,,
3,0074371500340,,,,1,,BLUEBONNET,,,,,EYE ANTIOXIDANT WITH ZEAXANTHIN,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.25,,,,
4,0064667067209,,,,1,,SPROUTS,,,,,ULTIMATE EYE FORMULA,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.00,,,,
5,0064667067171,,,,1,,SPROUTS,,,,,OCU COMPLETE,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,2.10,,,,
6,0075395000311,,,,1,,DOCTORS BEST,,,,,BEST NATURAL VISION ENHANCERS,,,,60.00,,,SG,,,,Feb 21 2016 1,,,2.10,,,,
7,0006895804635,,,,1,,NATURAL FACTORS,,,,,EYE FACTORS WITH LUTEIN,,,,90.00,,,CAP,,,,Feb 21 2016 1,,,2.19,,,,
8,0006895803534,,,,1,,NATURAL FACTORS,,,,,ADVANCD EYE FACTRS W/ 7.5 LUTEIN  MG,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,2.38,,,,
9,0074365000348,,,,1,,EMERALD LABORATORIES,,,,,VISION HEALTH,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.30,,,,
10,0002107802769,,,,1,,SOURCE NATURALS,,,,,SCREEN TIME STAMINA,,,,60.00,,,TAB,,,,,,,2.06,,,,
11,0071036358910,,,,1,,IRWIN NATURALS,,,,,COMPUTER EYE FATIGUE,,,,60.00,,,SG,,,,,,,2.60,,,,
12,0071036356832,,,,2,,IRWIN NATURALS,,,,,VISION SHARP PRECISION EYE HEA,,,,42.00,,,SG,,,,Feb 21 2016 1,,,2.50,,,,
13,0005323280092,,,,1,,LIFETIME,,,,,BRITE EYES,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,2.60,,,,
14,0079001129003,,,,1,,JARROW FORMULAS,,,,,VISION OPTIMIZER,,,,90.00,,,CAP,,,,Feb 21 2016 1,,,2.50,,,,
15,0085376000206,,,,2,,LIFESEASONS,,,,,VISIBILI T-EYE HEALTH COMPLEX,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.20,,,,
16,0075106339970,,,,1,,GAIA HERBS,,,,,VISION ENHANCEMENT LIQUID PHYTO CAPS,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.23,,,,
17,0003367415252,,,,1,,NATURE'S WAY,,,,,GINKGOLD EYES,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,2.12,,,,
18,0085825900025,,,,1,,HYALOGIC,,,,,HYLAVISION,,,,120.00,,,CAP,,,,Feb 21 2016 1,,,2.45,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 2,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.80""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064667067184,,,,1,,SPROUTS,,,,,PYCNOGENOL 50 MG,,,,30.00,,,VTB,,,,Feb 21 2016 1,,,1.80,,,,
2,0003367445151,,,,1,,NATURE'S WAY,,,,,PYCNOGENOL 50MG,,,,30.00,,,TAB,,,,Feb 21 2016 1,,,1.75,,,,
3,0002107800332,,,,1,,SOURCE NATURALS,,,,,PYCNOGENOL,,,,30.00,,,TAB,,,,Feb 21 2016 1,,,1.70,,,,
4,0006895802090,,,,1,,NATURAL FACTORS,,,,,PYCNOGENOL 25 MG,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,2.19,,,,
5,0073373903264,,,,1,,NOW,,,,,PYCNOGENOL 30 MG,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.00,,,,
6,0064667068014,,,,1,,SPROUTS,,,,,BILBERRY EXTRACT 100 MG,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.00,,,,
7,0064667068015,,,,1,,SPROUTS,,,,,BILBERRY EXTRACT 100 MG,,,,120.00,,,VCP,,,,Feb 21 2016 1,,,2.23,,,,
8,0003367460510,,,,1,,NATURE'S WAY,,,,,STNDRDZD EXT BILBERRY,,,,90.00,,,CAP,,,,Feb 21 2016 1,,,2.01,,,,
9,0070619500413,,,,1,,OREGON'S WILD HARVEST,,,,,BILBERRY,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,2.23,,,,
10,0007628003100,,,,1,,SOLARAY,,,,,BILBERRY EXTRACT 42 MG,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,2.00,,,,
11,0007628003110,,,,1,,SOLARAY,,,,,BILBERRY EXTRACT 60 MG,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,2.00,,,,
12,0007628083217,,,,1,,SOLARAY,,,,,LUTEIN EYES ADVANCED-24 MG,,,,30.00,,,CAP,,,,Feb 21 2016 1,,,2.00,,,,
13,0075395000192,,,,1,,DOCTORS BEST,,,,,BEST FREE LUTEIN,,,,60.00,,,SG,,,,Feb 21 2016 1,,,2.00,,,,
Positio,,,,UPC,,Facings,,,,Brand,,,,Long Description,,,,Size,,,UOM,,,,Date,,,Width,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0075395000143,,,,1,,DOCTORS BEST,,,,,LUTEIN WITH OPTILUT,,,,120.00,,,VCP,,,,Feb 21 2016 1,,,2.40,,,,
15,0001579405605,,,,1,,COUNTRY LIFE,,,,,LUTEIN 20 MG,,,,60.00,,,SG,,,,Feb 21 2016 1,,,1.80,,,,
16,0064667067149,,,,1,,SPROUTS,,,,,LUTEIN 20 MG,,,,60.00,,,SG,,,,Feb 21 2016 1,,,2.00,,,,
17,0079001129074,,,,1,,JARROW FORMULAS,,,,,MACULA PROTECTIVE FACTORS,,,,30.00,,,SG,,,,,,,1.85,,,,
18,0079001112024,,,,1,,JARROW FORMULAS,,,,,LUTEIN 20 MG,,,,30.00,,,SG,,,,Feb 21 2016 1,,,1.81,,,,
19,0079001112025,,,,2,,JARROW FORMULAS,,,,,LUTEIN 20 MG,,,,60.00,,,SG,,,,Feb 21 2016 1,,,2.10,,,,
20,0006895801031,,,,1,,NATURAL FACTORS,,,,,LUTEIN 20 MG,,,,30.00,,,SG,,,,Feb 21 2016 1,,,2.20,,,,
21,0006895801034,,,,1,,NATURAL FACTORS,,,,,LUTEIN 40 MG,,,,30.00,,,SG,,,,Feb 21 2016 1,,,2.10,,,,
22,0006895801035,,,,1,,NATURAL FACTORS,,,,,LUTEIN 40 MG,,,,60.00,,,SG,,,,Feb 21 2016 1,,,2.38,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 3,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.85""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0079001120213,,,,1,,JARROW FORMULAS,,,,,SUPEROXIDE DISMUTASE,,,,60.00,,,VCP,,,,,,,1.85,,,,
2,0005149410233,,,,1,,MEGAFOOD,,,,,WILD BLUEBERRY-DAILY FOODS,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,2.12,,,,
3,0073373903274,,,,1,,NOW,,,,,GRAPE SEED 250 MG,,,,90.00,,,VCP,,,,Feb 21 2016 1,,,2.00,,,,
4,0003367414320,,,,1,,NATURE'S WAY,,,,,STNDRDZD EXT GRAPE SEED,,,,30.00,,,VCP,,,,Feb 21 2016 1,,,1.85,,,,
5,0003367415352,,,,1,,NATURE'S WAY,,,,,STNDRDZD EXT GRAPESEED STND,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.01,,,,
6,0006895804535,,,,2,,NATURAL FACTORS,,,,,GRAPE SEED EXTRACT 100 MG,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,2.25,,,,
7,0085956900282,,,,1,,RESERVEAGE,,,,,GRAPE SEED EXTRACT,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.45,,,,
8,0006895804527,,,,1,,NATURAL FACTORS,,,,,RESVERATROL RICH 250MG,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.45,,,,
9,0079001114081,,,,1,,JARROW FORMULAS,,,,,RESVERATROL 100 MG,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,2.10,,,,
10,0001579407317,,,,1,,COUNTRY LIFE,,,,,RESVERATROL PLUS,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.00,,,,
11,0001579407318,,,,1,,COUNTRY LIFE,,,,,RESVERATROL PLUS,,,,120.00,,,VCP,,,,Feb 21 2016 1,,,2.42,,,,
12,0060949285000,,,,2,,MRM,,,,,RESVERATROL,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.00,,,,
13,0065801011591,,,,2,,GARDEN OF LIFE,,,,,RAW RESVERATROL,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.38,,,,
